src,dst,edge_type,weight,attributes
P000064,P000091,REPORTS_TO,0.81,"{""subtype"": """", ""confidence"": 0.47, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000056,P000091,REPORTS_TO,0.51,"{""subtype"": """", ""confidence"": 0.6, ""verified"": 1, ""source"": ""FIR""}"
P000086,P000091,REPORTS_TO,0.86,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000040,P000091,REPORTS_TO,0.87,"{""subtype"": """", ""confidence"": 0.55, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000003,P000091,REPORTS_TO,0.58,"{""subtype"": """", ""confidence"": 0.7, ""verified"": 1, ""source"": ""SEIZURE_MEMO""}"
P000075,P000091,REPORTS_TO,0.74,"{""subtype"": """", ""confidence"": 0.71, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000071,P000091,REPORTS_TO,0.78,"{""subtype"": """", ""confidence"": 0.78, ""verified"": 1, ""source"": ""INFORMANT_TIP""}"
P000066,P000091,REPORTS_TO,0.62,"{""subtype"": """", ""confidence"": 0.54, ""verified"": 1, ""source"": ""INFORMANT_TIP""}"
P000004,P000091,REPORTS_TO,0.65,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 0, ""source"": ""IPDR""}"
P000087,P000091,REPORTS_TO,0.63,"{""subtype"": """", ""confidence"": 0.62, ""verified"": 0, ""source"": ""IPDR""}"
P000091,P000087,HANDLER_OF,0.21,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 0, ""source"": ""FIR""}"
P000062,P000091,REPORTS_TO,0.7,"{""subtype"": """", ""confidence"": 0.5, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000047,P000091,REPORTS_TO,0.78,"{""subtype"": """", ""confidence"": 0.72, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000007,P000091,REPORTS_TO,0.76,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000067,P000091,REPORTS_TO,0.85,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000091,P000067,HANDLER_OF,0.27,"{""subtype"": """", ""confidence"": 0.59, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000046,P000091,REPORTS_TO,0.51,"{""subtype"": """", ""confidence"": 0.47, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000091,P000046,RECRUITED_BY,0.56,"{""subtype"": """", ""confidence"": 0.77, ""verified"": 1, ""source"": ""IPDR""}"
P000010,P000091,REPORTS_TO,0.86,"{""subtype"": """", ""confidence"": 0.58, ""verified"": 0, ""source"": ""FIR""}"
P000091,P000010,HANDLER_OF,0.57,"{""subtype"": """", ""confidence"": 0.63, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000009,P000040,ASSOCIATE_OF,0.36,"{""subtype"": """", ""confidence"": 0.8, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000009,P000003,ASSOCIATE_OF,0.54,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 0, ""source"": ""BANK_STATEMENT""}"
P000009,P000062,ASSOCIATE_OF,0.72,"{""subtype"": """", ""confidence"": 0.69, ""verified"": 0, ""source"": ""FIR""}"
P000064,P000071,ASSOCIATE_OF,0.67,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000064,P000007,ASSOCIATE_OF,0.7,"{""subtype"": """", ""confidence"": 0.61, ""verified"": 1, ""source"": ""IPDR""}"
P000064,P000067,ASSOCIATE_OF,0.44,"{""subtype"": """", ""confidence"": 0.77, ""verified"": 0, ""source"": ""BANK_STATEMENT""}"
P000056,P000040,ASSOCIATE_OF,0.68,"{""subtype"": """", ""confidence"": 0.77, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000056,P000066,ASSOCIATE_OF,0.43,"{""subtype"": """", ""confidence"": 0.6, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000086,P000003,ASSOCIATE_OF,0.36,"{""subtype"": """", ""confidence"": 0.84, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000086,P000004,ASSOCIATE_OF,0.33,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000086,P000047,ASSOCIATE_OF,0.37,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000003,P000047,ASSOCIATE_OF,0.55,"{""subtype"": """", ""confidence"": 0.73, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000003,P000007,ASSOCIATE_OF,0.44,"{""subtype"": """", ""confidence"": 0.46, ""verified"": 0, ""source"": ""FIR""}"
P000075,P000047,ASSOCIATE_OF,0.62,"{""subtype"": """", ""confidence"": 0.64, ""verified"": 0, ""source"": ""FIR""}"
P000075,P000007,ASSOCIATE_OF,0.34,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000071,P000007,ASSOCIATE_OF,0.33,"{""subtype"": """", ""confidence"": 0.51, ""verified"": 0, ""source"": ""SEIZURE_MEMO""}"
P000066,P000004,ASSOCIATE_OF,0.5,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000066,P000087,ASSOCIATE_OF,0.74,"{""subtype"": """", ""confidence"": 0.65, ""verified"": 1, ""source"": ""CDR""}"
P000004,P000062,ASSOCIATE_OF,0.72,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""IPDR""}"
P000087,P000047,ASSOCIATE_OF,0.51,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 0, ""source"": ""FIR""}"
P000087,P000007,ASSOCIATE_OF,0.4,"{""subtype"": """", ""confidence"": 0.6, ""verified"": 0, ""source"": ""IPDR""}"
P000062,P000047,ASSOCIATE_OF,0.72,"{""subtype"": """", ""confidence"": 0.89, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000067,P000046,ASSOCIATE_OF,0.48,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000067,P000056,SHARES_HIDEOUT_WITH,0.28,"{""subtype"": """", ""confidence"": 0.62, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000030,P000003,CO_ACCUSED_WITH,0.65,"{""subtype"": """", ""confidence"": 0.93, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000024,P000050,SHARES_HIDEOUT_WITH,0.78,"{""subtype"": """", ""confidence"": 0.87, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000017,P000076,SHARES_HIDEOUT_WITH,0.88,"{""subtype"": """", ""confidence"": 0.68, ""verified"": 1, ""source"": ""FIR""}"
P000082,P000089,CO_ACCUSED_WITH,0.37,"{""subtype"": """", ""confidence"": 0.75, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000002,P000045,CO_ACCUSED_WITH,0.39,"{""subtype"": """", ""confidence"": 0.5, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000048,P000073,ASSOCIATE_OF,0.92,"{""subtype"": """", ""confidence"": 0.78, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000011,P000074,CO_ACCUSED_WITH,0.61,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""CHARGESHEET""}"
P000027,P000051,ASSOCIATE_OF,0.87,"{""subtype"": """", ""confidence"": 0.69, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000013,P000015,ASSOCIATE_OF,0.7,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000015,P000018,ASSOCIATE_OF,0.7,"{""subtype"": """", ""confidence"": 0.79, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000036,P000090,FAMILY_OF,0.9,"{""subtype"": ""Uncle"", ""confidence"": 0.95, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000080,P000005,FAMILY_OF,0.9,"{""subtype"": ""Son"", ""confidence"": 0.95, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000057,P000085,FAMILY_OF,0.9,"{""subtype"": ""Brother"", ""confidence"": 0.95, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000121,P000140,REPORTS_TO,0.9,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000127,P000140,REPORTS_TO,0.99,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000128,P000140,REPORTS_TO,0.97,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000156,P000140,REPORTS_TO,0.82,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000129,P000140,FINANCES,0.76,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000117,P000140,FINANCES,0.93,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000140,P000110,HANDLER_OF,0.84,"{""subtype"": """", ""confidence"": 0.6, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000142,P000121,REPORTS_TO,0.71,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000107,P000121,REPORTS_TO,0.56,"{""subtype"": """", ""confidence"": 0.73, ""verified"": 1, ""source"": ""CHARGESHEET""}"
P000133,P000121,REPORTS_TO,0.64,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000113,P000121,REPORTS_TO,0.56,"{""subtype"": """", ""confidence"": 0.8, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000153,P000121,REPORTS_TO,0.53,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 0, ""source"": ""FIR""}"
P000121,P000153,HANDLER_OF,0.22,"{""subtype"": """", ""confidence"": 0.7, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000097,P000121,REPORTS_TO,0.65,"{""subtype"": """", ""confidence"": 0.92, ""verified"": 0, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000110,P000121,REPORTS_TO,0.55,"{""subtype"": """", ""confidence"": 0.91, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000163,P000121,REPORTS_TO,0.78,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000157,P000121,REPORTS_TO,0.81,"{""subtype"": """", ""confidence"": 0.47, ""verified"": 0, ""source"": ""IPDR""}"
P000136,P000121,REPORTS_TO,0.57,"{""subtype"": """", ""confidence"": 0.87, ""verified"": 1, ""source"": ""IPDR""}"
P000164,P000121,REPORTS_TO,0.61,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 0, ""source"": ""FIR""}"
P000151,P000121,REPORTS_TO,0.85,"{""subtype"": """", ""confidence"": 0.8, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000118,P000121,REPORTS_TO,0.55,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000108,P000121,REPORTS_TO,0.67,"{""subtype"": """", ""confidence"": 0.59, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000121,P000108,RECRUITED_BY,0.49,"{""subtype"": """", ""confidence"": 0.95, ""verified"": 1, ""source"": ""IPDR""}"
P000159,P000121,REPORTS_TO,0.51,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000121,P000159,HANDLER_OF,0.6,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000135,P000121,REPORTS_TO,0.77,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 0, ""source"": ""SURVEILLANCE_REPORT""}"
P000174,P000121,REPORTS_TO,0.74,"{""subtype"": """", ""confidence"": 0.87, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000121,P000174,RECRUITED_BY,0.75,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 1, ""source"": ""CDR""}"
P000145,P000121,REPORTS_TO,0.74,"{""subtype"": """", ""confidence"": 0.93, ""verified"": 0, ""source"": ""SURVEILLANCE_REPORT""}"
P000112,P000121,REPORTS_TO,0.52,"{""subtype"": """", ""confidence"": 0.48, ""verified"": 0, ""source"": ""CDR""}"
P000117,P000121,REPORTS_TO,0.56,"{""subtype"": """", ""confidence"": 0.68, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000142,P000145,ASSOCIATE_OF,0.64,"{""subtype"": """", ""confidence"": 0.83, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000107,P000135,ASSOCIATE_OF,0.56,"{""subtype"": """", ""confidence"": 0.58, ""verified"": 0, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000133,P000113,ASSOCIATE_OF,0.56,"{""subtype"": """", ""confidence"": 0.75, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000133,P000110,ASSOCIATE_OF,0.39,"{""subtype"": """", ""confidence"": 0.77, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000133,P000118,ASSOCIATE_OF,0.54,"{""subtype"": """", ""confidence"": 0.89, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000113,P000153,ASSOCIATE_OF,0.51,"{""subtype"": """", ""confidence"": 0.48, ""verified"": 0, ""source"": ""CDR""}"
P000113,P000136,ASSOCIATE_OF,0.37,"{""subtype"": """", ""confidence"": 0.7, ""verified"": 1, ""source"": ""FIR""}"
P000113,P000145,ASSOCIATE_OF,0.66,"{""subtype"": """", ""confidence"": 0.75, ""verified"": 0, ""source"": ""CDR""}"
P000153,P000163,ASSOCIATE_OF,0.35,"{""subtype"": """", ""confidence"": 0.65, ""verified"": 0, ""source"": ""FIR""}"
P000153,P000112,ASSOCIATE_OF,0.62,"{""subtype"": """", ""confidence"": 0.69, ""verified"": 0, ""source"": ""FIR""}"
P000097,P000157,ASSOCIATE_OF,0.71,"{""subtype"": """", ""confidence"": 0.87, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000097,P000108,ASSOCIATE_OF,0.44,"{""subtype"": """", ""confidence"": 0.91, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000097,P000117,ASSOCIATE_OF,0.31,"{""subtype"": """", ""confidence"": 0.61, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000110,P000136,ASSOCIATE_OF,0.37,"{""subtype"": """", ""confidence"": 0.59, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000163,P000136,ASSOCIATE_OF,0.7,"{""subtype"": """", ""confidence"": 0.69, ""verified"": 0, ""source"": ""SURVEILLANCE_REPORT""}"
P000163,P000145,ASSOCIATE_OF,0.53,"{""subtype"": """", ""confidence"": 0.91, ""verified"": 0, ""source"": ""FIR""}"
P000157,P000151,ASSOCIATE_OF,0.38,"{""subtype"": """", ""confidence"": 0.73, ""verified"": 0, ""source"": ""BANK_STATEMENT""}"
P000157,P000145,ASSOCIATE_OF,0.63,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000136,P000164,ASSOCIATE_OF,0.39,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 0, ""source"": ""FIR""}"
P000136,P000118,ASSOCIATE_OF,0.58,"{""subtype"": """", ""confidence"": 0.57, ""verified"": 1, ""source"": ""IPDR""}"
P000159,P000117,ASSOCIATE_OF,0.78,"{""subtype"": """", ""confidence"": 0.97, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000135,P000174,ASSOCIATE_OF,0.43,"{""subtype"": """", ""confidence"": 0.84, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000135,P000117,ASSOCIATE_OF,0.53,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 0, ""source"": ""FIR""}"
P000174,P000117,ASSOCIATE_OF,0.37,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000132,P000127,REPORTS_TO,0.81,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""IPDR""}"
P000129,P000127,REPORTS_TO,0.6,"{""subtype"": """", ""confidence"": 0.92, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000155,P000127,REPORTS_TO,0.69,"{""subtype"": """", ""confidence"": 0.99, ""verified"": 1, ""source"": ""CDR""}"
P000147,P000127,REPORTS_TO,0.83,"{""subtype"": """", ""confidence"": 0.88, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000127,P000147,RECRUITED_BY,0.86,"{""subtype"": """", ""confidence"": 0.82, ""verified"": 1, ""source"": ""FIR""}"
P000152,P000127,REPORTS_TO,0.62,"{""subtype"": """", ""confidence"": 0.57, ""verified"": 1, ""source"": ""INFORMANT_TIP""}"
P000158,P000127,REPORTS_TO,0.78,"{""subtype"": """", ""confidence"": 0.95, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000102,P000127,REPORTS_TO,0.61,"{""subtype"": """", ""confidence"": 0.53, ""verified"": 0, ""source"": ""TOWER_DUMP""}"
P000125,P000127,REPORTS_TO,0.86,"{""subtype"": """", ""confidence"": 0.66, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000166,P000127,REPORTS_TO,0.66,"{""subtype"": """", ""confidence"": 0.61, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000109,P000127,REPORTS_TO,0.58,"{""subtype"": """", ""confidence"": 0.49, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000130,P000127,REPORTS_TO,0.58,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000172,P000127,REPORTS_TO,0.64,"{""subtype"": """", ""confidence"": 0.58, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000120,P000127,REPORTS_TO,0.6,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000127,P000120,HANDLER_OF,0.68,"{""subtype"": """", ""confidence"": 0.97, ""verified"": 0, ""source"": ""CDR""}"
P000126,P000127,REPORTS_TO,0.67,"{""subtype"": """", ""confidence"": 0.54, ""verified"": 0, ""source"": ""TOWER_DUMP""}"
P000127,P000126,HANDLER_OF,0.61,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000141,P000127,REPORTS_TO,0.74,"{""subtype"": """", ""confidence"": 0.55, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000101,P000127,REPORTS_TO,0.56,"{""subtype"": """", ""confidence"": 0.7, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000127,P000101,HANDLER_OF,0.64,"{""subtype"": """", ""confidence"": 0.63, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000168,P000127,REPORTS_TO,0.85,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 0, ""source"": ""CDR""}"
P000131,P000127,REPORTS_TO,0.79,"{""subtype"": """", ""confidence"": 0.99, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000167,P000127,REPORTS_TO,0.56,"{""subtype"": """", ""confidence"": 0.61, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000127,P000167,RECRUITED_BY,0.46,"{""subtype"": """", ""confidence"": 0.65, ""verified"": 1, ""source"": ""CHARGESHEET""}"
P000132,P000147,ASSOCIATE_OF,0.46,"{""subtype"": """", ""confidence"": 0.76, ""verified"": 0, ""source"": ""IPDR""}"
P000132,P000102,ASSOCIATE_OF,0.58,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 1, ""source"": ""TOWER_DUMP""}"
P000132,P000166,ASSOCIATE_OF,0.68,"{""subtype"": """", ""confidence"": 0.74, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000132,P000141,ASSOCIATE_OF,0.8,"{""subtype"": """", ""confidence"": 0.74, ""verified"": 1, ""source"": ""FIR""}"
P000132,P000101,ASSOCIATE_OF,0.69,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 0, ""source"": ""BANK_STATEMENT""}"
P000129,P000147,ASSOCIATE_OF,0.6,"{""subtype"": """", ""confidence"": 0.87, ""verified"": 1, ""source"": ""PASSPORT_IMMIGRATION""}"
P000129,P000131,ASSOCIATE_OF,0.33,"{""subtype"": """", ""confidence"": 0.98, ""verified"": 1, ""source"": ""SEIZURE_MEMO""}"
P000155,P000126,ASSOCIATE_OF,0.66,"{""subtype"": """", ""confidence"": 0.92, ""verified"": 1, ""source"": ""FIR""}"
P000155,P000167,ASSOCIATE_OF,0.79,"{""subtype"": """", ""confidence"": 0.49, ""verified"": 1, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000147,P000141,ASSOCIATE_OF,0.43,"{""subtype"": """", ""confidence"": 0.82, ""verified"": 0, ""source"": ""FIR""}"
P000147,P000101,ASSOCIATE_OF,0.32,"{""subtype"": """", ""confidence"": 0.77, ""verified"": 0, ""source"": ""FIR""}"
P000152,P000158,ASSOCIATE_OF,0.39,"{""subtype"": """", ""confidence"": 0.96, ""verified"": 0, ""source"": ""CDR""}"
P000152,P000109,ASSOCIATE_OF,0.53,"{""subtype"": """", ""confidence"": 0.72, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000152,P000172,ASSOCIATE_OF,0.39,"{""subtype"": """", ""confidence"": 0.52, ""verified"": 1, ""source"": ""INTELLIGENCE_REPORT""}"
P000152,P000120,ASSOCIATE_OF,0.75,"{""subtype"": """", ""confidence"": 0.69, ""verified"": 0, ""source"": ""SEIZURE_MEMO""}"
P000152,P000141,ASSOCIATE_OF,0.43,"{""subtype"": """", ""confidence"": 0.56, ""verified"": 1, ""source"": ""SURVEILLANCE_REPORT""}"
P000102,P000125,ASSOCIATE_OF,0.61,"{""subtype"": """", ""confidence"": 0.92, ""verified"": 1, ""source"": ""IPDR""}"
P000102,P000172,ASSOCIATE_OF,0.73,"{""subtype"": """", ""confidence"": 0.46, ""verified"": 0, ""source"": ""INFORMANT_TIP""}"
P000125,P000172,ASSOCIATE_OF,0.31,"{""subtype"": """", ""confidence"": 0.47, ""verified"": 0, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000166,P000172,ASSOCIATE_OF,0.74,"{""subtype"": """", ""confidence"": 0.81, ""verified"": 0, ""source"": ""CDR""}"
P000109,P000172,ASSOCIATE_OF,0.75,"{""subtype"": """", ""confidence"": 0.93, ""verified"": 1, ""source"": ""IPDR""}"
P000109,P000141,ASSOCIATE_OF,0.76,"{""subtype"": """", ""confidence"": 0.75, ""verified"": 0, ""source"": ""SURVEILLANCE_REPORT""}"
P000109,P000131,ASSOCIATE_OF,0.59,"{""subtype"": """", ""confidence"": 0.66, ""verified"": 1, ""source"": ""CHARGESHEET""}"
P000130,P000126,ASSOCIATE_OF,0.52,"{""subtype"": """", ""confidence"": 0.64, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000130,P000101,ASSOCIATE_OF,0.36,"{""subtype"": """", ""confidence"": 0.62, ""verified"": 0, ""source"": ""INTELLIGENCE_REPORT""}"
P000126,P000168,ASSOCIATE_OF,0.5,"{""subtype"": """", ""confidence"": 0.84, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000101,P000131,ASSOCIATE_OF,0.73,"{""subtype"": """", ""confidence"": 0.86, ""verified"": 0, ""source"": ""CHARGESHEET""}"
P000101,P000167,ASSOCIATE_OF,0.72,"{""subtype"": """", ""confidence"": 0.89, ""verified"": 0, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000099,P000128,REPORTS_TO,0.87,"{""subtype"": """", ""confidence"": 0.91, ""verified"": 1, ""source"": ""FIR""}"
P000128,P000099,RECRUITED_BY,0.36,"{""subtype"": """", ""confidence"": 0.83, ""verified"": 1, ""source"": ""BANK_STATEMENT""}"
P000149,P000128,REPORTS_TO,0.67,"{""subtype"": """", ""confidence"": 0.61, ""verified"": 0, ""source"": ""CRIMINAL_HISTORY_DB""}"
P000103,P000128,REPORTS_TO,0.62,"{""subtype"": """", ""confidence"": 0.46, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000096,P000128,REPORTS_TO,0.74,"{""subtype"": """", ""confidence"": 0.45, ""verified"": 1, ""source"": ""FIR""}"
P000162,P000128,REPORTS_TO,0.76,"{""subtype"": """", ""confidence"": 0.83, ""verified"": 0, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000160,P000128,REPORTS_TO,0.77,"{""subtype"": """", ""confidence"": 0.74, ""verified"": 0, ""source"": ""IPDR""}"
P000134,P000128,REPORTS_TO,0.54,"{""subtype"": """", ""confidence"": 0.65, ""verified"": 1, ""source"": ""SOCIAL_MEDIA_INTEL""}"
P000128,P000134,HANDLER_OF,0.99,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 0, ""source"": ""PASSPORT_IMMIGRATION""}"
P000173,P000128,REPORTS_TO,0.88,"{""subtype"": """", ""confidence"": 0.74, ""verified"": 0, ""source"": ""CDR""}"
P000122,P000128,REPORTS_TO,0.7,"{""subtype"": """", ""confidence"": 0.9, ""verified"": 1, ""source"": ""CHARGESHEET""}"
