person_id,location_id,association,observed_on,source_type,confidence
P000023,LOC000075,PRESENT_AT_INCIDENT,2020-11-15,FIR,0.97
P000087,LOC000075,PRESENT_AT_INCIDENT,2020-11-15,FIR,0.92
P000353,LOC000015,PRESENT_AT_INCIDENT,2024-07-25,FIR,0.68
P000312,LOC000015,PRESENT_AT_INCIDENT,2024-07-25,FIR,0.76
P000028,LOC000103,PRESENT_AT_INCIDENT,2025-06-11,FIR,0.89
P000005,LOC000103,PRESENT_AT_INCIDENT,2025-06-11,FIR,0.65
P000934,LOC000109,PRESENT_AT_INCIDENT,2025-12-02,FIR,0.73
P000981,LOC000109,PRESENT_AT_INCIDENT,2025-12-02,FIR,0.98
P000947,LOC000109,PRESENT_AT_INCIDENT,2025-12-02,FIR,0.94
P000397,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.61
P000404,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.61
P000380,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.74
P000376,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.62
P000385,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.92
P000363,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.66
P000367,LOC000081,PRESENT_AT_INCIDENT,2023-06-16,FIR,0.93
P000666,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.65
P000680,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.63
P000675,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.78
P000693,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.86
P000682,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.83
P000704,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.62
P000676,LOC000115,PRESENT_AT_INCIDENT,2025-05-27,FIR,0.92
P000777,LOC000036,PRESENT_AT_INCIDENT,2023-07-11,FIR,0.94
P000775,LOC000036,PRESENT_AT_INCIDENT,2023-07-11,FIR,0.69
P000631,LOC000084,PRESENT_AT_INCIDENT,2018-11-17,FIR,0.88
P000649,LOC000084,PRESENT_AT_INCIDENT,2018-11-17,FIR,0.9
P000659,LOC000084,PRESENT_AT_INCIDENT,2018-11-17,FIR,0.64
P000327,LOC000053,PRESENT_AT_INCIDENT,2026-06-22,FIR,0.69
P000317,LOC000053,PRESENT_AT_INCIDENT,2026-06-22,FIR,0.96
P000332,LOC000053,PRESENT_AT_INCIDENT,2026-06-22,FIR,0.91
P000330,LOC000053,PRESENT_AT_INCIDENT,2026-06-22,FIR,0.63
P000334,LOC000053,PRESENT_AT_INCIDENT,2026-06-22,FIR,0.96
P000873,LOC000094,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.88
P000857,LOC000094,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.65
P000869,LOC000094,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.85
P000861,LOC000094,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.65
P000834,LOC000013,PRESENT_AT_INCIDENT,2025-04-19,FIR,0.77
P000839,LOC000013,PRESENT_AT_INCIDENT,2025-04-19,FIR,0.92
P000845,LOC000013,PRESENT_AT_INCIDENT,2025-04-19,FIR,0.84
P000818,LOC000013,PRESENT_AT_INCIDENT,2025-04-19,FIR,0.63
P000824,LOC000013,PRESENT_AT_INCIDENT,2025-04-19,FIR,0.61
P000677,LOC000039,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.63
P000709,LOC000039,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.91
P000666,LOC000039,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.66
P000974,LOC000102,PRESENT_AT_INCIDENT,2023-05-11,FIR,0.71
P000910,LOC000102,PRESENT_AT_INCIDENT,2023-05-11,FIR,0.76
P000944,LOC000119,PRESENT_AT_INCIDENT,2026-04-09,FIR,0.91
P000293,LOC000075,PRESENT_AT_INCIDENT,2024-03-10,FIR,0.65
P000334,LOC000075,PRESENT_AT_INCIDENT,2024-03-10,FIR,0.82
P000345,LOC000075,PRESENT_AT_INCIDENT,2024-03-10,FIR,0.72
P000341,LOC000075,PRESENT_AT_INCIDENT,2024-03-10,FIR,0.84
P000934,LOC000111,PRESENT_AT_INCIDENT,2022-03-16,FIR,0.89
P000974,LOC000111,PRESENT_AT_INCIDENT,2022-03-16,FIR,0.82
P000340,LOC000094,PRESENT_AT_INCIDENT,2022-06-14,FIR,0.82
P000354,LOC000094,PRESENT_AT_INCIDENT,2022-06-14,FIR,0.92
P000298,LOC000094,PRESENT_AT_INCIDENT,2022-06-14,FIR,0.69
P000338,LOC000108,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.7
P000329,LOC000108,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.87
P000299,LOC000108,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.97
P000128,LOC000059,PRESENT_AT_INCIDENT,2025-04-30,FIR,0.79
P000805,LOC000066,PRESENT_AT_INCIDENT,2026-02-24,FIR,0.87
P000823,LOC000066,PRESENT_AT_INCIDENT,2026-02-24,FIR,0.71
P000279,LOC000103,PRESENT_AT_INCIDENT,2024-07-20,FIR,0.73
P000238,LOC000103,PRESENT_AT_INCIDENT,2024-07-20,FIR,0.76
P000263,LOC000103,PRESENT_AT_INCIDENT,2024-07-20,FIR,0.73
P000252,LOC000103,PRESENT_AT_INCIDENT,2024-07-20,FIR,0.84
P000683,LOC000046,PRESENT_AT_INCIDENT,2023-11-14,FIR,0.71
P000926,LOC000028,PRESENT_AT_INCIDENT,2023-12-16,FIR,0.9
P000898,LOC000028,PRESENT_AT_INCIDENT,2023-12-16,FIR,0.81
P000597,LOC000114,PRESENT_AT_INCIDENT,2024-05-14,FIR,0.65
P000603,LOC000114,PRESENT_AT_INCIDENT,2024-05-14,FIR,0.67
P000361,LOC000035,PRESENT_AT_INCIDENT,2024-05-04,FIR,0.95
P000416,LOC000035,PRESENT_AT_INCIDENT,2024-05-04,FIR,0.93
P000396,LOC000035,PRESENT_AT_INCIDENT,2024-05-04,FIR,0.62
P000046,LOC000003,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.89
P000024,LOC000003,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.93
P000160,LOC000019,PRESENT_AT_INCIDENT,2024-09-05,FIR,0.71
P000152,LOC000019,PRESENT_AT_INCIDENT,2024-09-05,FIR,0.65
P000255,LOC000044,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.77
P000216,LOC000044,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.88
P000247,LOC000044,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.93
P000265,LOC000044,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.82
P000308,LOC000105,PRESENT_AT_INCIDENT,2024-04-21,FIR,0.64
P000321,LOC000105,PRESENT_AT_INCIDENT,2024-04-21,FIR,0.8
P000354,LOC000105,PRESENT_AT_INCIDENT,2024-04-21,FIR,0.88
P000309,LOC000105,PRESENT_AT_INCIDENT,2024-04-21,FIR,0.89
P000299,LOC000105,PRESENT_AT_INCIDENT,2024-04-21,FIR,0.64
P000564,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.95
P000541,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.68
P000558,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.94
P000525,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.72
P000528,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.9
P000561,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.97
P000566,LOC000055,PRESENT_AT_INCIDENT,2021-03-27,FIR,0.62
P000924,LOC000120,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.91
P000882,LOC000120,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.94
P000927,LOC000120,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.94
P000944,LOC000120,PRESENT_AT_INCIDENT,2024-05-27,FIR,0.82
P000675,LOC000048,PRESENT_AT_INCIDENT,2022-06-15,FIR,0.67
P000678,LOC000048,PRESENT_AT_INCIDENT,2022-06-15,FIR,0.85
P000698,LOC000048,PRESENT_AT_INCIDENT,2022-06-15,FIR,0.93
P000504,LOC000013,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.68
P000482,LOC000013,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.82
P000473,LOC000013,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.65
P000489,LOC000013,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.8
P000881,LOC000022,PRESENT_AT_INCIDENT,2026-06-11,FIR,0.95
P000924,LOC000022,PRESENT_AT_INCIDENT,2026-06-11,FIR,0.94
P000877,LOC000047,PRESENT_AT_INCIDENT,2025-05-16,FIR,0.92
P000291,LOC000047,PRESENT_AT_INCIDENT,2023-12-09,FIR,0.62
P000111,LOC000064,PRESENT_AT_INCIDENT,2024-03-16,FIR,0.72
P000238,LOC000019,PRESENT_AT_INCIDENT,2023-03-09,FIR,0.95
P000207,LOC000019,PRESENT_AT_INCIDENT,2023-03-09,FIR,0.64
P000224,LOC000019,PRESENT_AT_INCIDENT,2023-03-09,FIR,0.61
P000277,LOC000019,PRESENT_AT_INCIDENT,2023-03-09,FIR,0.78
P000941,LOC000113,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.81
P000905,LOC000113,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.8
P001000,LOC000113,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.93
P000903,LOC000113,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.63
P000946,LOC000113,PRESENT_AT_INCIDENT,2023-06-24,FIR,0.9
P000124,LOC000121,PRESENT_AT_INCIDENT,2025-03-24,FIR,0.8
P000147,LOC000121,PRESENT_AT_INCIDENT,2025-03-24,FIR,0.88
P000545,LOC000056,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.87
P000548,LOC000056,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.68
P000307,LOC000095,PRESENT_AT_INCIDENT,2024-02-03,FIR,0.61
P000291,LOC000095,PRESENT_AT_INCIDENT,2024-02-03,FIR,0.67
P000329,LOC000095,PRESENT_AT_INCIDENT,2024-02-03,FIR,0.68
P000346,LOC000095,PRESENT_AT_INCIDENT,2024-02-03,FIR,0.79
P000991,LOC000094,PRESENT_AT_INCIDENT,2025-02-24,FIR,0.93
P000969,LOC000094,PRESENT_AT_INCIDENT,2025-02-24,FIR,0.64
P000504,LOC000044,PRESENT_AT_INCIDENT,2025-12-13,FIR,0.97
P000513,LOC000044,PRESENT_AT_INCIDENT,2025-12-13,FIR,0.85
P000547,LOC000065,PRESENT_AT_INCIDENT,2025-07-20,FIR,0.76
P000619,LOC000101,PRESENT_AT_INCIDENT,2023-03-15,FIR,0.85
P000631,LOC000101,PRESENT_AT_INCIDENT,2023-03-15,FIR,0.7
P000658,LOC000101,PRESENT_AT_INCIDENT,2023-03-15,FIR,0.67
P000077,LOC000101,PRESENT_AT_INCIDENT,2022-05-03,FIR,0.97
P000496,LOC000010,PRESENT_AT_INCIDENT,2025-12-16,FIR,0.91
P000108,LOC000061,PRESENT_AT_INCIDENT,2025-09-11,FIR,0.66
P000142,LOC000061,PRESENT_AT_INCIDENT,2025-09-11,FIR,0.69
P000162,LOC000061,PRESENT_AT_INCIDENT,2025-09-11,FIR,0.96
P000137,LOC000061,PRESENT_AT_INCIDENT,2025-09-11,FIR,0.82
P000872,LOC000091,PRESENT_AT_INCIDENT,2021-11-21,FIR,0.72
P000871,LOC000091,PRESENT_AT_INCIDENT,2021-11-21,FIR,0.87
P000884,LOC000122,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.76
P000927,LOC000122,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.85
P000987,LOC000122,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.94
P000919,LOC000122,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.76
P000945,LOC000041,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.71
P000997,LOC000041,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.64
P000929,LOC000041,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.87
P000013,LOC000002,PRESENT_AT_INCIDENT,2023-03-23,FIR,0.61
P000980,LOC000113,PRESENT_AT_INCIDENT,2025-03-02,FIR,0.87
P000595,LOC000035,PRESENT_AT_INCIDENT,2025-03-04,FIR,0.83
P000673,LOC000115,PRESENT_AT_INCIDENT,2025-10-08,FIR,0.8
P000101,LOC000058,PRESENT_AT_INCIDENT,2025-08-07,FIR,0.73
P000492,LOC000038,PRESENT_AT_INCIDENT,2022-02-23,FIR,0.85
P000103,LOC000069,PRESENT_AT_INCIDENT,2024-02-19,FIR,0.85
P000135,LOC000069,PRESENT_AT_INCIDENT,2024-02-19,FIR,0.88
P000145,LOC000069,PRESENT_AT_INCIDENT,2024-02-19,FIR,0.63
P000114,LOC000069,PRESENT_AT_INCIDENT,2024-02-19,FIR,0.64
P000094,LOC000069,PRESENT_AT_INCIDENT,2024-02-19,FIR,0.67
P000101,LOC000065,PRESENT_AT_INCIDENT,2024-04-22,FIR,0.88
P000135,LOC000065,PRESENT_AT_INCIDENT,2024-04-22,FIR,0.8
P000461,LOC000020,PRESENT_AT_INCIDENT,2026-05-28,FIR,0.91
P000492,LOC000047,PRESENT_AT_INCIDENT,2022-03-09,FIR,0.61
P000494,LOC000047,PRESENT_AT_INCIDENT,2022-03-09,FIR,0.63
P000498,LOC000047,PRESENT_AT_INCIDENT,2022-03-09,FIR,0.95
P000500,LOC000047,PRESENT_AT_INCIDENT,2022-03-09,FIR,0.96
P000485,LOC000047,PRESENT_AT_INCIDENT,2022-03-09,FIR,0.64
P000901,LOC000075,PRESENT_AT_INCIDENT,2025-03-25,FIR,0.93
P000387,LOC000082,PRESENT_AT_INCIDENT,2026-01-04,FIR,0.78
P000393,LOC000082,PRESENT_AT_INCIDENT,2026-01-04,FIR,0.85
P000404,LOC000082,PRESENT_AT_INCIDENT,2026-01-04,FIR,0.89
P000829,LOC000022,PRESENT_AT_INCIDENT,2025-01-08,FIR,0.85
P000806,LOC000022,PRESENT_AT_INCIDENT,2025-01-08,FIR,0.74
P000816,LOC000022,PRESENT_AT_INCIDENT,2025-01-08,FIR,0.82
P000845,LOC000022,PRESENT_AT_INCIDENT,2025-01-08,FIR,0.65
P000342,LOC000096,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.69
P000332,LOC000096,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.85
P000336,LOC000096,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.83
P000753,LOC000085,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.63
P000745,LOC000085,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.8
P000748,LOC000085,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.85
P000754,LOC000085,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.77
P000744,LOC000085,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.78
P000002,LOC000006,PRESENT_AT_INCIDENT,2025-04-23,FIR,0.84
P000022,LOC000006,PRESENT_AT_INCIDENT,2025-04-23,FIR,0.63
P000033,LOC000006,PRESENT_AT_INCIDENT,2025-04-23,FIR,0.7
P000517,LOC000010,PRESENT_AT_INCIDENT,2026-01-26,FIR,0.79
P000313,LOC000087,PRESENT_AT_INCIDENT,2018-10-09,FIR,0.92
P000349,LOC000087,PRESENT_AT_INCIDENT,2018-10-09,FIR,0.63
P000932,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.81
P000943,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.8
P000968,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.86
P000882,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.95
P000936,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.94
P000970,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.65
P000955,LOC000020,PRESENT_AT_INCIDENT,2023-05-05,FIR,0.76
P000660,LOC000084,PRESENT_AT_INCIDENT,2026-06-29,FIR,0.61
P000647,LOC000084,PRESENT_AT_INCIDENT,2026-06-29,FIR,0.67
P000651,LOC000084,PRESENT_AT_INCIDENT,2026-06-29,FIR,0.92
P000632,LOC000084,PRESENT_AT_INCIDENT,2026-06-29,FIR,0.66
P000558,LOC000031,PRESENT_AT_INCIDENT,2021-07-27,FIR,0.86
P000541,LOC000031,PRESENT_AT_INCIDENT,2021-07-27,FIR,0.61
P000566,LOC000031,PRESENT_AT_INCIDENT,2021-07-27,FIR,0.88
P000527,LOC000031,PRESENT_AT_INCIDENT,2021-07-27,FIR,0.76
P000549,LOC000031,PRESENT_AT_INCIDENT,2021-07-27,FIR,0.85
P000641,LOC000097,PRESENT_AT_INCIDENT,2024-05-26,FIR,0.72
P000653,LOC000097,PRESENT_AT_INCIDENT,2024-05-26,FIR,0.92
P000654,LOC000097,PRESENT_AT_INCIDENT,2024-05-26,FIR,0.71
P000651,LOC000097,PRESENT_AT_INCIDENT,2024-05-26,FIR,0.68
P000830,LOC000019,PRESENT_AT_INCIDENT,2025-12-18,FIR,0.82
P000840,LOC000019,PRESENT_AT_INCIDENT,2025-12-18,FIR,0.69
P000811,LOC000019,PRESENT_AT_INCIDENT,2025-12-18,FIR,0.64
P000603,LOC000028,PRESENT_AT_INCIDENT,2026-02-04,FIR,0.94
P000599,LOC000028,PRESENT_AT_INCIDENT,2026-02-04,FIR,0.64
P000575,LOC000028,PRESENT_AT_INCIDENT,2026-02-04,FIR,0.97
P000758,LOC000069,PRESENT_AT_INCIDENT,2026-03-02,FIR,0.82
P000730,LOC000069,PRESENT_AT_INCIDENT,2026-03-02,FIR,0.88
P000911,LOC000123,PRESENT_AT_INCIDENT,2026-04-17,FIR,0.72
P000997,LOC000123,PRESENT_AT_INCIDENT,2026-04-17,FIR,0.69
P000996,LOC000123,PRESENT_AT_INCIDENT,2026-04-17,FIR,0.75
P000127,LOC000055,PRESENT_AT_INCIDENT,2023-09-26,FIR,0.74
P000162,LOC000055,PRESENT_AT_INCIDENT,2023-09-26,FIR,0.71
P000248,LOC000021,PRESENT_AT_INCIDENT,2024-11-22,FIR,0.98
P000660,LOC000123,PRESENT_AT_INCIDENT,2025-12-09,FIR,0.68
P000507,LOC000079,PRESENT_AT_INCIDENT,2018-06-20,FIR,0.67
P000511,LOC000079,PRESENT_AT_INCIDENT,2018-06-20,FIR,0.82
P000649,LOC000087,PRESENT_AT_INCIDENT,2018-09-10,FIR,0.69
P000643,LOC000087,PRESENT_AT_INCIDENT,2018-09-10,FIR,0.97
P000638,LOC000086,PRESENT_AT_INCIDENT,2022-10-17,FIR,0.76
P000644,LOC000086,PRESENT_AT_INCIDENT,2022-10-17,FIR,0.85
P000628,LOC000086,PRESENT_AT_INCIDENT,2022-10-17,FIR,0.63
P000698,LOC000115,PRESENT_AT_INCIDENT,2026-01-13,FIR,0.63
P000674,LOC000115,PRESENT_AT_INCIDENT,2026-01-13,FIR,0.83
P000633,LOC000111,PRESENT_AT_INCIDENT,2025-09-29,FIR,0.73
P000619,LOC000111,PRESENT_AT_INCIDENT,2025-09-29,FIR,0.82
P000404,LOC000095,PRESENT_AT_INCIDENT,2019-11-05,FIR,0.74
P000372,LOC000095,PRESENT_AT_INCIDENT,2019-11-05,FIR,0.76
P000625,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.81
P000616,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.72
P000642,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.91
P000665,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.64
P000653,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.71
P000661,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.7
P000648,LOC000007,PRESENT_AT_INCIDENT,2021-10-28,FIR,0.88
P000389,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.74
P000381,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.75
P000387,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.63
P000396,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.95
P000413,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.61
P000412,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.86
P000378,LOC000098,PRESENT_AT_INCIDENT,2020-05-14,FIR,0.71
P000940,LOC000076,PRESENT_AT_INCIDENT,2026-06-18,FIR,0.6
P000883,LOC000076,PRESENT_AT_INCIDENT,2026-06-18,FIR,0.85
P000466,LOC000061,PRESENT_AT_INCIDENT,2025-06-13,FIR,0.92
P000865,LOC000094,PRESENT_AT_INCIDENT,2021-04-04,FIR,0.9
P000858,LOC000094,PRESENT_AT_INCIDENT,2021-04-04,FIR,0.92
P000871,LOC000094,PRESENT_AT_INCIDENT,2021-04-04,FIR,0.82
P000472,LOC000004,PRESENT_AT_INCIDENT,2022-10-18,FIR,0.61
P000485,LOC000004,PRESENT_AT_INCIDENT,2022-10-18,FIR,0.61
P000518,LOC000046,PRESENT_AT_INCIDENT,2021-11-03,FIR,0.82
P000280,LOC000103,PRESENT_AT_INCIDENT,2021-08-08,FIR,0.64
P000367,LOC000099,PRESENT_AT_INCIDENT,2021-02-07,FIR,0.74
P000369,LOC000099,PRESENT_AT_INCIDENT,2021-02-07,FIR,0.73
P000409,LOC000099,PRESENT_AT_INCIDENT,2021-02-07,FIR,0.77
P000383,LOC000099,PRESENT_AT_INCIDENT,2021-02-07,FIR,0.9
P000377,LOC000099,PRESENT_AT_INCIDENT,2021-02-07,FIR,0.64
P000692,LOC000040,PRESENT_AT_INCIDENT,2026-04-26,FIR,0.78
P000679,LOC000040,PRESENT_AT_INCIDENT,2026-04-26,FIR,0.92
P000527,LOC000020,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.8
P000557,LOC000020,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.97
P000349,LOC000086,PRESENT_AT_INCIDENT,2022-06-03,FIR,0.69
P000261,LOC000061,PRESENT_AT_INCIDENT,2021-11-21,FIR,0.75
P000218,LOC000061,PRESENT_AT_INCIDENT,2021-11-21,FIR,0.69
P000252,LOC000061,PRESENT_AT_INCIDENT,2021-11-21,FIR,0.86
P000647,LOC000123,PRESENT_AT_INCIDENT,2026-04-27,FIR,0.67
P000626,LOC000123,PRESENT_AT_INCIDENT,2026-04-27,FIR,0.89
P000971,LOC000032,PRESENT_AT_INCIDENT,2025-01-28,FIR,0.62
P000970,LOC000032,PRESENT_AT_INCIDENT,2025-01-28,FIR,0.77
P000890,LOC000032,PRESENT_AT_INCIDENT,2025-01-28,FIR,0.83
P000926,LOC000032,PRESENT_AT_INCIDENT,2025-01-28,FIR,0.78
P000995,LOC000032,PRESENT_AT_INCIDENT,2025-01-28,FIR,0.61
P000586,LOC000039,PRESENT_AT_INCIDENT,2024-08-31,FIR,0.79
P000594,LOC000039,PRESENT_AT_INCIDENT,2024-08-31,FIR,0.69
P000603,LOC000039,PRESENT_AT_INCIDENT,2024-08-31,FIR,0.79
P000610,LOC000039,PRESENT_AT_INCIDENT,2024-08-31,FIR,0.97
P000197,LOC000049,PRESENT_AT_INCIDENT,2021-03-03,FIR,0.87
P000260,LOC000049,PRESENT_AT_INCIDENT,2021-03-03,FIR,0.81
P000230,LOC000049,PRESENT_AT_INCIDENT,2021-03-03,FIR,0.68
P000227,LOC000049,PRESENT_AT_INCIDENT,2021-03-03,FIR,0.62
P000271,LOC000049,PRESENT_AT_INCIDENT,2021-03-03,FIR,0.74
P000600,LOC000032,PRESENT_AT_INCIDENT,2026-03-04,FIR,0.89
P000599,LOC000032,PRESENT_AT_INCIDENT,2026-03-04,FIR,0.68
P000585,LOC000032,PRESENT_AT_INCIDENT,2026-03-04,FIR,0.73
P000176,LOC000100,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.78
P000981,LOC000021,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.77
P000969,LOC000021,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.78
P000931,LOC000021,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.82
P000903,LOC000021,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.95
P000498,LOC000042,PRESENT_AT_INCIDENT,2024-06-06,FIR,0.97
P000509,LOC000042,PRESENT_AT_INCIDENT,2024-06-06,FIR,0.96
P000481,LOC000042,PRESENT_AT_INCIDENT,2024-06-06,FIR,0.71
P000515,LOC000042,PRESENT_AT_INCIDENT,2024-06-06,FIR,0.86
P000916,LOC000045,PRESENT_AT_INCIDENT,2026-05-01,FIR,0.66
P000928,LOC000045,PRESENT_AT_INCIDENT,2026-05-01,FIR,0.79
P000904,LOC000099,PRESENT_AT_INCIDENT,2026-02-12,FIR,0.85
P000899,LOC000099,PRESENT_AT_INCIDENT,2026-02-12,FIR,0.94
P000047,LOC000076,PRESENT_AT_INCIDENT,2026-01-20,FIR,0.7
P000941,LOC000021,PRESENT_AT_INCIDENT,2025-02-22,FIR,0.78
P000962,LOC000021,PRESENT_AT_INCIDENT,2025-02-22,FIR,0.81
P000889,LOC000021,PRESENT_AT_INCIDENT,2025-02-22,FIR,0.81
P000895,LOC000021,PRESENT_AT_INCIDENT,2025-02-22,FIR,0.96
P000991,LOC000021,PRESENT_AT_INCIDENT,2025-02-22,FIR,0.95
P000937,LOC000069,PRESENT_AT_INCIDENT,2021-12-29,FIR,0.64
P000990,LOC000069,PRESENT_AT_INCIDENT,2021-12-29,FIR,0.73
P000947,LOC000069,PRESENT_AT_INCIDENT,2021-12-29,FIR,0.77
P000094,LOC000069,PRESENT_AT_INCIDENT,2024-04-02,FIR,0.84
P000169,LOC000069,PRESENT_AT_INCIDENT,2024-04-02,FIR,0.79
P000163,LOC000069,PRESENT_AT_INCIDENT,2024-04-02,FIR,0.9
P000174,LOC000069,PRESENT_AT_INCIDENT,2024-04-02,FIR,0.76
P000073,LOC000075,PRESENT_AT_INCIDENT,2024-09-30,FIR,0.69
P000299,LOC000095,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.85
P000339,LOC000095,PRESENT_AT_INCIDENT,2026-04-10,FIR,0.97
P000928,LOC000106,PRESENT_AT_INCIDENT,2023-02-11,FIR,0.76
P000997,LOC000106,PRESENT_AT_INCIDENT,2023-02-11,FIR,0.67
P000963,LOC000106,PRESENT_AT_INCIDENT,2023-02-11,FIR,0.8
P000888,LOC000106,PRESENT_AT_INCIDENT,2023-02-11,FIR,0.69
P000680,LOC000110,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.94
P000681,LOC000110,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.7
P000668,LOC000110,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.83
P000553,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.75
P000562,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.64
P000569,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.96
P000543,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.89
P000529,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.81
P000533,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.67
P000548,LOC000038,PRESENT_AT_INCIDENT,2025-07-22,FIR,0.86
P000892,LOC000124,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.75
